gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
LOC117243946	-10.45431303	-31.36293909	-5.25938709	3	141	1069	0.131898971000935
LOC117243947	-13.051776	-39.155328	-13.051776	3	716	1069	0.66978484565014
LOC117243948	-13.051776	-26.103552	-13.051776	2	836	1311	0.63768115942029
LOC117243949	-13.051776	-65.25888	-13.051776	5	565	817	0.69155446756426
LOC117243950	-12.248159668	-183.72239502	-7.02465351	15	151	254	0.594488188976378
LOC117243952	-13.051776	-26.103552	-13.051776	2	837	1311	0.638443935926774
LOC117243953	-13.051776	-39.155328	-13.051776	3	717	1069	0.670720299345182
LOC117243954	-12.047255585	-72.28353351	-7.02465351	6	232	738	0.314363143631436
LOC117243957	-13.051776	-104.414208	-13.051776	8	383	534	0.717228464419476
LOC117243959	-11.4162943488889	-616.47989484	6.15423953	54	8	30	0.266666666666667
LOC117243960	-13.051776	-352.397952	-13.051776	27	103	111	0.927927927927928
LOC117243962	-13.051776	-78.310656	-13.051776	6	539	738	0.730352303523035
LOC117243963	-13.051776	-65.25888	-13.051776	5	566	817	0.692778457772338
LOC117243964	-10.95347325	-65.7208395	-0.4619595	6	94	738	0.127371273712737
LOC117243965	-13.051776	-261.03552	-13.051776	20	169	183	0.923497267759563
LOC117243966	-7.8429325525	-31.37173021	-2.23599939	4	87	933	0.0932475884244373
LOC117243967	-13.051776	-52.207104	-13.051776	4	624	933	0.668810289389068
LOC117243968	-11.04273517	-66.25641102	-7.02465351	6	233	738	0.315718157181572
LOC117243969	-13.051776	-78.310656	-13.051776	6	540	738	0.731707317073171
LOC117243973	-12.3810031616667	-222.85805691	-0.97786491	18	71	205	0.346341463414634
LOC117243974	-12.5038557736364	-137.54241351	-7.02465351	11	199	408	0.487745098039216
LOC117243975	-10.9742472061538	-142.66521368	7.92897583	13	14	316	0.0443037974683544
LOC117243976	-11.670693296875	-186.73109275	9.04554725	16	7	223	0.031390134529148
LOC117243977	-5.25938709	-5.25938709	-5.25938709	1	74	1564	0.0473145780051151
LOC117243980	-13.051776	-52.207104	-13.051776	4	625	933	0.669882100750268
LOC117243981	-13.051776	-117.465984	-13.051776	9	337	439	0.767653758542141
LOC117243982	0.80059496	0.80059496	0.80059496	1	25	1564	0.0159846547314578
LOC117243984	-13.051776	-65.25888	-13.051776	5	567	817	0.694002447980416
LOC117243985	-12.0031921577143	-420.11172552	-2.23599939	35	44	65	0.676923076923077
LOC117243986	-10.3422609895833	-248.21426375	19.06729937	24	2	127	0.015748031496063
LOC117243989	-13.051776	-39.155328	-13.051776	3	718	1069	0.671655753040225
LOC117243990	-11.2688071477778	-101.41926433	-3.03217882	9	115	439	0.261958997722096
LOC117243994	-11.846351502	-59.23175751	-7.02465351	5	242	817	0.296205630354957
LOC117243997	-13.051776	-52.207104	-13.051776	4	626	933	0.670953912111468
LOC117244004	-13.051776	-78.310656	-13.051776	6	541	738	0.733062330623306
LOC117244005	-13.051776	-52.207104	-13.051776	4	627	933	0.672025723472669
LOC117244006	-10.7472995255556	-96.72569573	7.68851227	9	17	439	0.0387243735763098
LOC117244007	-11.4557238652174	-263.4816489	-0.97786491	23	48	128	0.375
LOC117244008	-13.051776	-26.103552	-13.051776	2	838	1311	0.639206712433257
LOC117244015	-13.051776	-208.828416	-13.051776	16	188	223	0.84304932735426
LOC117244016	-3.03217882	-3.03217882	-3.03217882	1	47	1564	0.0300511508951407
LOC117244018	-13.051776	-65.25888	-13.051776	5	568	817	0.695226438188494
LOC117244020	-10.8877402346667	-163.31610352	0.80059496	15	53	254	0.208661417322835
LOC117244022	-13.051776	-52.207104	-13.051776	4	628	933	0.673097534833869
LOC117244025	-13.051776	-91.362432	-13.051776	7	455	621	0.732689210950081
LOC117244027	-13.051776	-13.051776	-13.051776	1	899	1564	0.574808184143223
LOC117244028	-9.0400960825	-36.16038433	-3.03217882	4	103	933	0.110396570203644
LOC117244029	-10.179372035	-40.71748814	-1.56216014	4	81	933	0.0868167202572347
LOC117244030	-13.051776	-65.25888	-13.051776	5	569	817	0.696450428396573
LOC117244031	-11.753044515	-70.51826709	-5.25938709	6	171	738	0.231707317073171
LOC117244032	-11.92100919	-95.36807352	-4.00564152	8	129	534	0.241573033707865
LOC117244033	-12.33367500875	-197.33880014	-1.56216014	16	68	223	0.304932735426009
LOC117244034	-13.051776	-234.931968	-13.051776	18	176	205	0.858536585365854
LOC117244035	4.38886118	4.38886118	4.38886118	1	15	1564	0.00959079283887468
LOC117244036	-13.051776	-13.051776	-13.051776	1	900	1564	0.575447570332481
LOC117244038	-13.051776	-104.414208	-13.051776	8	384	534	0.719101123595506
LOC117244039	-13.051776	-91.362432	-13.051776	7	456	621	0.734299516908213
LOC117244040	-13.051776	-65.25888	-13.051776	5	570	817	0.697674418604651
LOC117244043	-11.1368400233333	-66.82104014	-1.56216014	6	108	738	0.146341463414634
LOC117244045	-10.038214755	-20.07642951	-7.02465351	2	169	1311	0.128909229595728
LOC117244046	-13.051776	-26.103552	-13.051776	2	839	1311	0.639969488939741
LOC117244047	-8.3691803475	-33.47672139	5.67860661	4	20	933	0.0214362272240086
LOC117244048	-13.051776	-195.77664	-13.051776	15	205	254	0.807086614173228
LOC117244052	-13.051776	-117.465984	-13.051776	9	338	439	0.769931662870159
LOC117244053	-11.441159285	-114.41159285	3.05439115	10	54	477	0.113207547169811
LOC117244055	-12.1163024783333	-218.09344461	-4.00564152	18	101	205	0.492682926829268
LOC117244057	-13.051776	-182.724864	-13.051776	14	225	291	0.77319587628866
LOC117244060	-13.051776	-39.155328	-13.051776	3	719	1069	0.672591206735267
LOC117244061	-11.9013354892857	-166.61869685	3.05439115	14	43	291	0.147766323024055
LOC117244064	-12.6235753740244	-1035.13318067	-3.03217882	82	10	11	0.909090909090909
LOC117244065	-8.56174537333333	-25.68523612	0.41831588	3	64	1069	0.0598690364826941
LOC117244066	-11.5222608108696	-265.01199865	4.04570588	23	15	128	0.1171875
LOC117244067	-13.051776	-39.155328	-13.051776	3	720	1069	0.673526660430309
LOC117244068	-13.051776	-169.673088	-13.051776	13	261	316	0.825949367088608
LOC117244070	-12.5660071324138	-728.82841368	-0.4619595	58	14	23	0.608695652173913
LOC117244075	-13.051776	-52.207104	-13.051776	4	629	933	0.67416934619507
LOC117244076	-11.1036787725	-44.41471509	-5.25938709	4	162	933	0.173633440514469
LOC117244077	-12.1504612825	-145.80553539	-2.23599939	12	84	320	0.2625
LOC117244079	-13.051776	-104.414208	-13.051776	8	385	534	0.720973782771536
LOC117244081	-12.59112562	-755.4675372	-5.25938709	60	18	18	1
LOC117244082	-13.051776	-65.25888	-13.051776	5	571	817	0.698898408812729
LOC117244083	-12.649967834	-189.74951751	-7.02465351	15	152	254	0.598425196850394
LOC117244084	-13.051776	-104.414208	-13.051776	8	386	534	0.722846441947566
LOC117244085	-13.051776	-26.103552	-13.051776	2	840	1311	0.640732265446224
LOC117244089	-12.3360904871429	-172.70526682	-3.03217882	14	85	291	0.292096219931271
LOC117244090	-13.051776	-39.155328	-13.051776	3	721	1069	0.674462114125351
LOC117244091	-12.8199635965385	-333.31905351	-7.02465351	26	80	110	0.727272727272727
LOC117244094	-13.051776	-26.103552	-13.051776	2	841	1311	0.641495041952708
LOC117244096	-13.051776	-13.051776	-13.051776	1	901	1564	0.576086956521739
LOC117244097	-13.051776	-26.103552	-13.051776	2	842	1311	0.642257818459191
LOC117244098	-13.051776	-26.103552	-13.051776	2	843	1311	0.643020594965675
LOC117244099	-13.051776	-52.207104	-13.051776	4	630	933	0.67524115755627
LOC117244100	-13.051776	-117.465984	-13.051776	9	339	439	0.772209567198178
LOC117244102	-10.56903711375	-84.55229691	-2.23599939	8	98	534	0.183520599250936
LOC117244103	-13.051776	-65.25888	-13.051776	5	572	817	0.700122399020808
LOC117244105	-13.051776	-65.25888	-13.051776	5	573	817	0.701346389228886
LOC117244106	-12.147162552	-121.47162552	-4.00564152	10	150	477	0.314465408805031
LOC117244107	-12.789727196087	-294.16372551	-7.02465351	23	83	128	0.6484375
LOC117244108	-13.051776	-39.155328	-13.051776	3	722	1069	0.675397567820393
LOC117244109	-13.051776	-26.103552	-13.051776	2	844	1311	0.643783371472159
LOC117244110	-13.051776	-78.310656	-13.051776	6	542	738	0.734417344173442
LOC117244112	-13.051776	-65.25888	-13.051776	5	574	817	0.702570379436965
LOC117244115	-13.051776	-52.207104	-13.051776	4	631	933	0.676312968917471
LOC117244116	-13.051776	-26.103552	-13.051776	2	845	1311	0.644546147978642
LOC117244118	-13.051776	-143.569536	-13.051776	11	321	408	0.786764705882353
LOC117244119	-12.9460370089474	-737.92410951	-7.02465351	57	22	22	1
LOC117244120	-13.051776	-26.103552	-13.051776	2	846	1311	0.645308924485126
LOC117244121	-13.051776	-52.207104	-13.051776	4	632	933	0.677384780278671
LOC117244122	-13.051776	-13.051776	-13.051776	1	902	1564	0.576726342710997
LOC117244123	-12.42828057	-360.42013653	-7.02465351	29	67	84	0.797619047619048
LOC117244124	-8.7694417	-52.6166502	1.15261394	6	76	738	0.102981029810298
LOC117244125	-11.7954567818182	-129.7500246	-5.25938709	11	150	408	0.367647058823529
LOC117244127	-13.051776	-313.242624	-13.051776	24	114	127	0.897637795275591
LOC117244129	-13.051776	-143.569536	-13.051776	11	322	408	0.78921568627451
LOC117244130	-13.051776	-26.103552	-13.051776	2	847	1311	0.646071700991609
LOC117244131	-13.051776	-52.207104	-13.051776	4	633	933	0.678456591639871
LOC117244132	-13.051776	-91.362432	-13.051776	7	457	621	0.735909822866345
LOC117244133	-13.051776	-52.207104	-13.051776	4	634	933	0.679528403001072
LOC117244134	-13.051776	-65.25888	-13.051776	5	575	817	0.703794369645043
LOC117244135	-13.051776	-717.84768	-13.051776	55	21	21	1
LOC117244136	-13.051776	-65.25888	-13.051776	5	576	817	0.705018359853121
LOC117244137	-12.5792764268889	-566.06743921	0.41831588	45	13	26	0.5
LOC117244140	-13.051776	-143.569536	-13.051776	11	323	408	0.791666666666667
LOC117244141	-12.272537109	-122.72537109	-5.25938709	10	173	477	0.362683438155136
LOC117244142	-13.051776	-39.155328	-13.051776	3	723	1069	0.676333021515435
LOC117244143	-13.051776	-78.310656	-13.051776	6	543	738	0.735772357723577
LOC117244144	-6.801245968	-34.00622984	5.14909816	5	23	817	0.0281517747858017
LOC117244146	-13.051776	-104.414208	-13.051776	8	387	534	0.724719101123595
LOC117244147	-10.3439285394444	-186.19071371	2.58796212	18	34	205	0.165853658536585
LOC117244150	-13.051776	-26.103552	-13.051776	2	848	1311	0.646834477498093
LOC117244153	-13.051776	-117.465984	-13.051776	9	340	439	0.774487471526196
LOC117244154	-11.0141090444444	-99.1269814	5.2872266	9	27	439	0.061503416856492
LOC117244155	-13.051776	-65.25888	-13.051776	5	577	817	0.7062423500612
LOC117244156	-11.5844058483333	-278.02574036	1.78290223	24	28	127	0.220472440944882
LOC117244158	-13.051776	-78.310656	-13.051776	6	544	738	0.737127371273713
LOC117244159	-8.52870876	-17.05741752	-4.00564152	2	85	1311	0.064836003051106
LOC117244161	-13.051776	-91.362432	-13.051776	7	458	621	0.737520128824477
LOC117244162	-13.051776	-26.103552	-13.051776	2	849	1311	0.647597254004577
LOC117244164	-13.051776	-130.51776	-13.051776	10	386	477	0.809224318658281
LOC117244165	-11.067112611	-110.67112611	-5.25938709	10	174	477	0.364779874213836
LOC117244166	-13.051776	-39.155328	-13.051776	3	724	1069	0.677268475210477
LOC117244169	-11.277020486	-225.54040972	2.58796212	20	39	183	0.213114754098361
LOC117244170	-13.051776	-13.051776	-13.051776	1	903	1564	0.577365728900256
LOC117244171	-12.8617177339024	-527.33042709	-5.25938709	41	30	37	0.810810810810811
LOC117244172	-13.051776	-26.103552	-13.051776	2	850	1311	0.64836003051106
LOC117244173	-13.051776	-300.190848	-13.051776	23	115	128	0.8984375
LOC117244174	-13.051776	-13.051776	-13.051776	1	904	1564	0.578005115089514
LOC117244176	-13.051776	-65.25888	-13.051776	5	578	817	0.707466340269278
LOC117244178	-13.051776	-39.155328	-13.051776	3	725	1069	0.678203928905519
LOC117244179	-13.051776	-39.155328	-13.051776	3	726	1069	0.679139382600561
LOC117244180	-13.051776	-52.207104	-13.051776	4	635	933	0.680600214362272
LOC117244183	-12.0466499466667	-108.41984952	-4.00564152	9	130	439	0.296127562642369
LOC117244184	-12.248159668	-183.72239502	-7.02465351	15	153	254	0.602362204724409
LOC117244185	-12.1907585014286	-85.33530951	-7.02465351	7	230	621	0.37037037037037
LOC117244186	-12.1466535305882	-206.49311002	2.33530598	17	40	218	0.18348623853211
LOC117244187	-13.051776	-117.465984	-13.051776	9	341	439	0.776765375854214
LOC117244188	-13.051776	-13.051776	-13.051776	1	905	1564	0.578644501278772
LOC117244190	-13.051776	-104.414208	-13.051776	8	388	534	0.726591760299625
LOC117244191	-13.051776	-13.051776	-13.051776	1	906	1564	0.579283887468031
LOC117244194	-13.051776	-65.25888	-13.051776	5	579	817	0.708690330477356
LOC117244195	-9.155581545	-18.31116309	-5.25938709	2	118	1311	0.0900076277650648
LOC117244197	-10.71047817375	-85.68382539	5.67860661	8	23	534	0.0430711610486891
LOC117244198	-12.449063751	-124.49063751	-7.02465351	10	223	477	0.467505241090147
LOC117244208	-11.846351502	-59.23175751	-7.02465351	5	243	817	0.297429620563036
LOC117244210	-13.051776	-65.25888	-13.051776	5	580	817	0.709914320685434
LOC117244211	-11.7561683769231	-152.8301889	-2.23599939	13	97	316	0.306962025316456
LOC117244214	-13.051776	-65.25888	-13.051776	5	581	817	0.711138310893513
LOC117244215	-13.051776	-13.051776	-13.051776	1	907	1564	0.579923273657289
LOC117244217	-12.8285492411111	-346.37082951	-7.02465351	27	82	111	0.738738738738739
LOC117244218	-13.051776	-26.103552	-13.051776	2	851	1311	0.649122807017544
LOC117244219	-12.23604	-195.77664	0	16	56	223	0.251121076233184
LOC117244220	-12.7778158868182	-281.11194951	-7.02465351	22	117	160	0.73125
LOC117244221	-12.049816282	-120.49816282	-3.03217882	10	135	477	0.283018867924528
LOC117244222	-13.051776	-91.362432	-13.051776	7	459	621	0.739130434782609
LOC117244223	-12.5038557736364	-137.54241351	-7.02465351	11	200	408	0.490196078431373
LOC117244224	-3.03217882	-3.03217882	-3.03217882	1	48	1564	0.030690537084399
LOC117244225	-13.051776	-156.621312	-13.051776	12	250	320	0.78125
LOC117244226	-13.051776	-208.828416	-13.051776	16	189	223	0.847533632286996
LOC117244227	-9.71262277846154	-126.26409612	3.47719021	13	37	316	0.117088607594937
LOC117244228	-13.051776	-117.465984	-13.051776	9	342	439	0.779043280182232
LOC117244230	-13.051776	-13.051776	-13.051776	1	908	1564	0.580562659846547
LOC117244232	-13.051776	-13.051776	-13.051776	1	909	1564	0.581202046035806
LOC117244234	-13.051776	-39.155328	-13.051776	3	727	1069	0.680074836295603
LOC117244235	-13.051776	-91.362432	-13.051776	7	460	621	0.740740740740741
LOC117244236	-13.051776	-39.155328	-13.051776	3	728	1069	0.681010289990646
LOC117244239	-13.051776	-182.724864	-13.051776	14	226	291	0.776632302405498
LOC117244243	-13.051776	-13.051776	-13.051776	1	910	1564	0.581841432225064
LOC117244244	-12.5495157925	-150.59418951	-7.02465351	12	168	320	0.525
LOC117244245	-13.051776	-26.103552	-13.051776	2	852	1311	0.649885583524027
LOC117244246	-13.051776	-39.155328	-13.051776	3	729	1069	0.681945743685688
LOC117244250	-13.051776	-195.77664	-13.051776	15	206	254	0.811023622047244
LOC117244251	-13.051776	-143.569536	-13.051776	11	324	408	0.794117647058823
LOC117244252	-13.051776	-26.103552	-13.051776	2	853	1311	0.650648360030511
LOC117244253	-13.051776	-13.051776	-13.051776	1	911	1564	0.582480818414322
LOC117244254	-9.563648564	-47.81824282	4.38886118	5	26	817	0.0318237454100367
LOC117244255	-13.051776	-78.310656	-13.051776	6	545	738	0.738482384823848
LOC117244256	-12.272537109	-122.72537109	-5.25938709	10	175	477	0.366876310272537
LOC117244257	-13.051776	-65.25888	-13.051776	5	582	817	0.712362301101591
LOC117244258	-13.051776	-39.155328	-13.051776	3	730	1069	0.68288119738073
LOC117244259	-13.051776	-117.465984	-13.051776	9	343	439	0.781321184510251
LOC117244260	-13.051776	-13.051776	-13.051776	1	912	1564	0.583120204603581
LOC117244263	-13.051776	-65.25888	-13.051776	5	583	817	0.71358629130967
LOC117244271	-13.051776	-39.155328	-13.051776	3	731	1069	0.683816651075772
LOC117244272	-13.051776	-78.310656	-13.051776	6	546	738	0.739837398373984
LOC117244276	-13.051776	-91.362432	-13.051776	7	461	621	0.742351046698873
LOC117244277	-12.0678665488235	-205.15373133	3.67468467	17	33	218	0.151376146788991
LOC117244278	-11.568308177	-115.68308177	1.78290223	10	69	477	0.144654088050314
LOC117244279	-8.13155185714286	-56.920863	4.55126961	7	38	621	0.0611916264090177
LOC117244280	-13.051776	-78.310656	-13.051776	6	547	738	0.741192411924119
LOC117244281	-12.4855665372152	-986.35975644	4.55126961	79	4	13	0.307692307692308
LOC117244282	-11.249146565	-67.49487939	-2.23599939	6	120	738	0.16260162601626
LOC117244285	-12.0987062482759	-350.8624812	-5.25938709	29	54	84	0.642857142857143
LOC117244286	-13.051776	-39.155328	-13.051776	3	732	1069	0.684752104770814
LOC117244289	-13.051776	-26.103552	-13.051776	2	854	1311	0.651411136536995
LOC117244290	-12.0828363652055	-882.04705466	5.42136985	73	8	22	0.363636363636364
LOC117244291	-11.7955686795652	-271.29807963	-4.00564152	23	67	128	0.5234375
LOC117244292	-13.051776	-78.310656	-13.051776	6	548	738	0.742547425474255
LOC117244293	-12.5400435827273	-551.76191764	0.41831588	44	22	38	0.578947368421053
LOC117244294	-12.7504198755	-255.00839751	-7.02465351	20	135	183	0.737704918032787
LOC117244295	-13.051776	-52.207104	-13.051776	4	636	933	0.681672025723473
LOC117244296	-10.357757624	-51.78878812	0.41831588	5	57	817	0.0697674418604651
LOC117244297	-13.051776	-65.25888	-13.051776	5	584	817	0.714810281517748
LOC117244299	-12.3433770081818	-135.77714709	-5.25938709	11	151	408	0.370098039215686
LOC117244300	-13.051776	-52.207104	-13.051776	4	637	933	0.682743837084673
LOC117244301	-13.051776	-39.155328	-13.051776	3	733	1069	0.685687558465856
LOC117244302	-13.051776	-13.051776	-13.051776	1	913	1564	0.583759590792839
LOC117244303	-8.89973348533333	-133.49600228	4.04570588	15	27	254	0.106299212598425
LOC117244304	-12.8007365783333	-153.60883894	-10.03930294	12	189	320	0.590625
LOC117244305	-13.051776	-91.362432	-13.051776	7	462	621	0.743961352657005
LOC117244306	-11.5449953775	-46.17998151	-7.02465351	4	213	933	0.228295819935691
LOC117244307	-11.9618697072897	-1279.92005868	6.68844337	100	80	209	0.382775119617225
LOC117244308	-11.908493706	-238.16987412	-4.00564152	20	97	183	0.530054644808743
LOC117244309	-13.051776	-13.051776	-13.051776	1	914	1564	0.584398976982097
LOC117244310	-13.051776	-182.724864	-13.051776	14	227	291	0.780068728522337
LOC117244311	-13.051776	-39.155328	-13.051776	3	734	1069	0.686623012160898
LOC117244312	-13.051776	-13.051776	-13.051776	1	915	1564	0.585038363171355
LOC117244313	-13.051776	-208.828416	-13.051776	16	190	223	0.852017937219731
LOC117244314	-13.051776	-261.03552	-13.051776	20	170	183	0.92896174863388
LOC117244315	-10.357757624	-51.78878812	0.41831588	5	58	817	0.0709914320685435
LOC117244316	-13.051776	-52.207104	-13.051776	4	638	933	0.683815648445874
LOC117244317	-12.5881511930769	-163.64596551	-7.02465351	13	161	316	0.509493670886076
LOC117244319	-13.051776	-39.155328	-13.051776	3	735	1069	0.68755846585594
LOC117244320	-12.1907585014286	-85.33530951	-7.02465351	7	231	621	0.371980676328502
LOC117244321	-13.051776	-65.25888	-13.051776	5	585	817	0.716034271725826
LOC117244324	-13.051776	-104.414208	-13.051776	8	389	534	0.728464419475655
LOC117244326	-11.3297410028571	-79.30818702	-7.02465351	7	232	621	0.373590982286634
LOC117244327	-12.8365993528571	-179.71239094	-10.03930294	14	170	291	0.584192439862543
LOC117244328	-13.051776	-13.051776	-13.051776	1	916	1564	0.585677749360614
LOC117244330	-13.051776	-13.051776	-13.051776	1	917	1564	0.586317135549872
LOC117244331	-5.25938709	-5.25938709	-5.25938709	1	75	1564	0.0479539641943734
LOC117244332	-12.449063751	-124.49063751	-7.02465351	10	224	477	0.469601677148847
LOC117244333	-8.04197741	-16.08395482	-3.03217882	2	77	1311	0.0587337909992372
LOC117244335	-13.051776	-13.051776	-13.051776	1	918	1564	0.58695652173913
LOC117244338	-13.051776	-52.207104	-13.051776	4	639	933	0.684887459807074
LOC117244342	-13.051776	-78.310656	-13.051776	6	549	738	0.74390243902439
LOC117244343	-13.051776	-13.051776	-13.051776	1	919	1564	0.587595907928389
LOC117244346	-13.051776	-104.414208	-13.051776	8	390	534	0.730337078651685
LOC117244347	-11.3019283713333	-169.52892557	7.16881594	15	18	254	0.0708661417322835
LOC117244349	-11.6915681683333	-140.29881802	3.27071798	12	39	320	0.121875
LOC117244350	-13.051776	-26.103552	-13.051776	2	855	1311	0.652173913043478
LOC117244352	-13.051776	-13.051776	-13.051776	1	920	1564	0.588235294117647
LOC117244353	-13.051776	-26.103552	-13.051776	2	856	1311	0.652936689549962
LOC117244355	-12.449063751	-124.49063751	-7.02465351	10	225	477	0.471698113207547
LOC117244356	-11.5449953775	-46.17998151	-7.02465351	4	214	933	0.229367631296892
LOC117244357	-13.051776	-13.051776	-13.051776	1	921	1564	0.588874680306905
LOC117244358	-7.02465351	-7.02465351	-7.02465351	1	107	1564	0.0684143222506394
LOC117244361	-13.051776	-13.051776	-13.051776	1	922	1564	0.589514066496164
LOC117244362	-13.051776	-26.103552	-13.051776	2	857	1311	0.653699466056445
LOC117244364	-11.04273517	-33.12820551	-7.02465351	3	184	1069	0.172123479887746
LOC117244366	-13.051776	-52.207104	-13.051776	4	640	933	0.685959271168274
LOC117244367	-13.051776	-26.103552	-13.051776	2	858	1311	0.654462242562929
LOC117244368	-13.051776	-117.465984	-13.051776	9	344	439	0.783599088838269
LOC117244369	-13.051776	-65.25888	-13.051776	5	586	817	0.717258261933905
LOC117244370	-13.051776	-52.207104	-13.051776	4	641	933	0.687031082529475
LOC117244372	-13.051776	-13.051776	-13.051776	1	923	1564	0.590153452685422
LOC117244375	-13.051776	-52.207104	-13.051776	4	642	933	0.688102893890675
LOC117244376	-13.051776	-13.051776	-13.051776	1	924	1564	0.59079283887468
LOC117244379	-13.051776	-26.103552	-13.051776	2	859	1311	0.655225019069413
LOC117244380	-13.051776	-26.103552	-13.051776	2	860	1311	0.655987795575896
LOC117244381	-13.051776	-130.51776	-13.051776	10	387	477	0.811320754716981
LOC117244383	-13.051776	-13.051776	-13.051776	1	925	1564	0.591432225063939
LOC117244384	-13.051776	-13.051776	-13.051776	1	926	1564	0.592071611253197
LOC117244394	-11.2852782094737	-214.42028598	-1.56216014	19	61	170	0.358823529411765
LOC117244396	-11.54408692	-69.26452152	-4.00564152	6	151	738	0.204607046070461
LOC117244400	-13.051776	-130.51776	-13.051776	10	388	477	0.813417190775681
LOC117244401	-5.39934304333333	-32.39605826	7.16881594	6	15	738	0.0203252032520325
LOC117244402	-13.051776	-117.465984	-13.051776	9	345	439	0.785876993166287
LOC117244403	-13.051776	-13.051776	-13.051776	1	927	1564	0.592710997442455
LOC117244404	-11.8077257595	-236.15451519	5.80210632	20	18	183	0.0983606557377049
LOC117244405	-13.051776	-26.103552	-13.051776	2	861	1311	0.65675057208238
LOC117244406	-13.051776	-104.414208	-13.051776	8	391	534	0.732209737827715
LOC117244408	-13.051776	-26.103552	-13.051776	2	862	1311	0.657513348588863
LOC117244411	-13.051776	-104.414208	-13.051776	8	392	534	0.734082397003745
LOC117244413	-13.051776	-91.362432	-13.051776	7	463	621	0.745571658615137
LOC117244415	-12.3546179254839	-382.99315569	-5.25938709	31	61	90	0.677777777777778
LOC117244416	-11.4718586670968	-355.62761868	6.03976414	31	7	90	0.0777777777777778
LOC117244419	-13.051776	-26.103552	-13.051776	2	863	1311	0.658276125095347
LOC117244421	-12.0584798091667	-289.40351542	-3.03217882	24	64	127	0.503937007874016
LOC117244425	-13.051776	-52.207104	-13.051776	4	643	933	0.689174705251876
LOC117244426	-10.9464136125	-87.5713089	-2.23599939	8	99	534	0.185393258426966
LOC117244427	-13.051776	-39.155328	-13.051776	3	736	1069	0.688493919550982
LOC117244431	-11.15765111	-122.73416221	-2.23599939	11	107	408	0.262254901960784
LOC117244433	-13.051776	-26.103552	-13.051776	2	864	1311	0.659038901601831
LOC117244434	-13.051776	-39.155328	-13.051776	3	737	1069	0.689429373246024
LOC117244436	-13.051776	-52.207104	-13.051776	4	644	933	0.690246516613076
LOC117244437	-12.047255585	-72.28353351	-7.02465351	6	234	738	0.317073170731707
LOC117244438	-13.051776	-65.25888	-13.051776	5	587	817	0.718482252141983
LOC117244439	-11.5630038082353	-196.57106474	-1.56216014	17	73	218	0.334862385321101
LOC117244440	-11.846351502	-59.23175751	-7.02465351	5	244	817	0.298653610771114
LOC117244444	-13.051776	-182.724864	-13.051776	14	228	291	0.783505154639175
LOC117244446	-10.1615599385714	-71.13091957	1.15261394	7	66	621	0.106280193236715
LOC117244447	-13.051776	-26.103552	-13.051776	2	865	1311	0.659801678108314
LOC117244448	-13.051776	-65.25888	-13.051776	5	588	817	0.719706242350061
LOC117244452	-13.051776	-52.207104	-13.051776	4	645	933	0.691318327974277
LOC117244456	-4.08679158933333	-122.60374768	12.62417346	30	3	76	0.0394736842105263
LOC117244458	-13.051776	-65.25888	-13.051776	5	589	817	0.720930232558139
LOC117244459	-11.12747716	-77.89234012	0.41831588	7	75	621	0.120772946859903
LOC117244461	-13.051776	-13.051776	-13.051776	1	928	1564	0.593350383631714
LOC117244462	-11.6447069466102	-687.03770985	9.29002656	59	2	21	0.0952380952380952
LOC117244463	-13.051776	-169.673088	-13.051776	13	262	316	0.829113924050633
LOC117244464	-13.051776	-104.414208	-13.051776	8	393	534	0.735955056179775
LOC117244466	-13.051776	-13.051776	-13.051776	1	929	1564	0.593989769820972
LOC117244468	-13.051776	-39.155328	-13.051776	3	738	1069	0.690364826941066
LOC117244470	-13.051776	-52.207104	-13.051776	4	646	933	0.692390139335477
LOC117244471	-13.051776	-13.051776	-13.051776	1	930	1564	0.59462915601023
LOC117244472	-13.051776	-26.103552	-13.051776	2	866	1311	0.660564454614798
LOC117244473	-10.45431303	-31.36293909	-5.25938709	3	142	1069	0.132834424695978
LOC117244474	-11.04273517	-33.12820551	-7.02465351	3	185	1069	0.173058933582788
LOC117244475	-13.051776	-91.362432	-13.051776	7	464	621	0.747181964573269
LOC117244477	-13.051776	-52.207104	-13.051776	4	647	933	0.693461950696677
LOC117244478	-13.051776	-234.931968	-13.051776	18	177	205	0.863414634146341
LOC117244482	-13.051776	-208.828416	-13.051776	16	191	223	0.856502242152466
LOC117244483	-11.2260034564286	-157.16404839	6.48191712	14	15	291	0.0515463917525773
LOC117244484	-13.051776	-39.155328	-13.051776	3	739	1069	0.691300280636108
LOC117244485	-13.051776	-52.207104	-13.051776	4	648	933	0.694533762057878
LOC117244486	-13.051776	-13.051776	-13.051776	1	931	1564	0.595268542199488
LOC117244487	-9.71191027333333	-29.13573082	-3.03217882	3	103	1069	0.0963517305893358
LOC117244490	-7.643887695	-15.28777539	-2.23599939	2	64	1311	0.0488176964149504
LOC117244491	-12.7345590268421	-241.95662151	-7.02465351	19	119	170	0.7
LOC117244492	-13.051776	-39.155328	-13.051776	3	740	1069	0.692235734331151
LOC117244494	-13.051776	-13.051776	-13.051776	1	932	1564	0.595907928388747
LOC117244495	-13.051776	-156.621312	-13.051776	12	251	320	0.784375
LOC117244499	-13.051776	-65.25888	-13.051776	5	590	817	0.722154222766218
